DataOffers ID,DataOffer Name,Incentive,Charges,DataOffer Category,Validity,Time Window,Subscription Code,DataOffer Detail,DataOffer Description
75,Jazz Free Whatsapp Limited Time Promo(Expired),650 MBs/ day with mid-night expiry,FOC,Prepaid,"720 Days ",24 HRS,*225#,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Complaint Handling:<br /> 			If customer complains that data is not posted as per counter<br /> 			<br /> 			&bull; CCR will check counter from system and verify usage details from CDRs<br /> 			&bull; As per criteria if customer eligible then CCR will create Credit Note for data posting</td> 		</tr> 	</tbody> </table>  <table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>&bull; Incentive on a new a call will only be triggered if incentive of the previous is received. For example<br /> 			? Customer will make 1st call and then frequently generates 2nd call before receiving 65MB incentive of the 1st call then No Incentive will be posted for 2nd call. Data incentive for 1st call will be posted<br /> 			? Customer will be eligible for remaining 9 times 65MB data</td> 		</tr> 	</tbody> </table>  <p>&nbsp;</p>  <p><strong>Additional Complaint for Offer expiry: (Broadcast Related)&nbsp;</strong></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""color:#1f497d"">Please note that the customer will not be charged if he has not given his consent. The un- subscription will be available to the customer, who have opted in by dialing USSD *608#, once the charges are implemented. The customers who have not dialed the USSD *608#,will no longer be able to use this offer, until they re-subscribe to it.</span></span></span></p> ","Free WhatsApp Call offer "
77,Monthly Ultimate - Bolt On,60GBs,Rs.4500,Postpaid,30 Days,24 hrs,CRM/*446#,"<p><br /> Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000.</p> ",-
79,Monthly Super / Monthly Mega,28GB,Rs.1673.64 [Excl Tax],Postpaid,30 Days,24 hrs,CRM / JW / *446#,"<p>Monthly Super or monthly Mega</p>  <p>&bull; &nbsp; &nbsp;Products can be subscribed via CRM and existing *443# menu&nbsp;<br /> &bull; &nbsp; &nbsp;Products are pro-ratable, available on monthly recurring basis<br /> &bull; &nbsp; &nbsp;Free Data Incentive are prorated and synchronized with the bill day<br /> &bull; &nbsp; &nbsp;Customers can subscribe to only one Data bundle at one point in time<br /> &bull; &nbsp; &nbsp;Free Data Incentive will not apply during International Roaming<br /> &bull; &nbsp; &nbsp;Products are available for postpaid consumer subscribers only (not corporate)<br /> &bull; &nbsp; &nbsp;All other product mechanics stay the same</p>  <p>Note: Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code.</p> ",-
80,Monthly Supreme,28 GB,Rs.2300 [Incl Tax],Postpaid,30 Days,24 hrs,CRM / JW / *446# / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <p>&bull; &nbsp; &nbsp;Products can be subscribed via CRM /JW/existing *443# menu&nbsp;<br /> &bull; &nbsp; &nbsp;Products are pro-ratable, available on monthly recurring basis<br /> &bull; &nbsp; &nbsp;Free Data Incentive are prorated and synchronized with the bill day<br /> &bull; &nbsp; &nbsp;Customers can subscribe to only one Data bundle at one point in time<br /> &bull; &nbsp; &nbsp;Free Data Incentive will not apply during International Roaming<br /> &bull; &nbsp; &nbsp;Products are available for postpaid consumer subscribers only (not corporate)<br /> &bull; &nbsp; &nbsp;All other product mechanics stay the same</p> ",-
81,Monthly Premium,10GB,Rs.727.67 [Excl Tax],Postpaid,30 Days,24 hrs,*441*1# / CRM / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <p>&bull; &nbsp; &nbsp;Products can be subscribed via CRM/JW/existing *443# menu&nbsp;<br /> &bull; &nbsp; &nbsp;Products are pro-ratable, available on monthly recurring basis<br /> &bull; &nbsp; &nbsp;Free Data Incentive are prorated and synchronized with the bill day<br /> &bull; &nbsp; &nbsp;Customers can subscribe to only one Data bundle at one point in time<br /> &bull; &nbsp; &nbsp;Free Data Incentive will not apply during International Roaming<br /> &bull; &nbsp; &nbsp;Products are available for postpaid consumer subscribers only (not corporate)<br /> &bull; &nbsp; &nbsp;All other product mechanics stay the same</p>  <p><strong>Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.</strong></p> ",-
82,Monthly Streamer,"4GB ",Rs.750 [Incl Tax],Postpaid,30 Days,24 hrs,CRM / JW / *446# / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <p>&bull; &nbsp; &nbsp;Products can be subscribed via CRM/JW/existing *446# menu&nbsp;<br /> &bull; &nbsp; &nbsp;Products are pro-ratable, available on monthly recurring basis<br /> &bull; &nbsp; &nbsp;Free Data Incentive are prorated and synchronized with the bill day<br /> &bull; &nbsp; &nbsp;Customers can subscribe to only one Data bundle at one point in time<br /> &bull; &nbsp; &nbsp;Free Data Incentive will not apply during International Roaming<br /> &bull; &nbsp; &nbsp;Products are available for postpaid consumer subscribers only (not corporate)<br /> &bull; &nbsp; &nbsp;All other product mechanics stay the same</p> ",-
83,Monthly Data Prime  (Ramzan Offer),"6GB Data (1GB for WhatsApp, Facebook and twitter)",Rs.509.37 [Excl Tax],Postpaid,30 Days,24 hrs,CRM,,"Monthly Data Prime  (Ramzan Offer): 6GB Data (1GB for WhatsApp, Facebook and twitter)"
85,Super Whatsapp Offer(Jazz Free Whatsapp Offer),65MB(Parent) Upto 585MB(Child),Rs 1.5,Prepaid,Same Day Midnight(Child Offer),24 HRS,*225#,"<p>Offer Mechanics</p>  <ul> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">65 MBs Whatsapp will be posted instantly upon subscription to *225#. </span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">65 MBs usable for WhatsApp will be posted on each on-net, off-net, landline and international call only up to 9 calls in a day. IVR calls are excluded from qualification.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Incentive is applicable on both bundle and base rate voice calls.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Max accumulated incentive can be 650 MBs with mid-night expiry. New counter will start after midnight i.e. 12:00 am.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Incentive will be posted after the end of the call.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Incentive posting will vary depending on the network load at the time.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Incentive on a new a call will only be triggered if incentive of the previous is received. For example if 2nd call is generated before receiving incentive of the 1st call, no incentive will be posted for that call however customer will still be eligible for 9 calls for the day.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">All features of WhatsApp are included in this offer.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Offer is auto-recursive and in case of balance less than Rs.1.5 it will be un-subscribed</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Overage rate of Rs.2/MB will be applicable if no other data/hybrid bundle is subscribed &amp; complete WhatsApp incentive is exhausted before midnight expiry (12:00 am).</span></span></li> </ul> ","Super WhatsApp offer "
86,Daily WhatsApp Recursive(Discontinued),200 MB,Rs 2,Prepaid,24 Hrs,24 HRS,*311#,"<ul> 	<li> 	<ul> 		<li>Terms and Conditions:</li> 		<li>Offer is available for Jazz and Warid prepaid subscribers residing in the following cities of Central 6 and South 4 only</li> 		<li>o Central 6: Uch Sharif, Muzaffargarh, Alipur and Kabirwara</li> 		<li>o South 4: Khan Bela and Liaqatpur</li> 		<li>Upon dialing *311#, customer will be subscribed to the offer for Rs. 2 (Inc. Tax)</li> 		<li>Bundle will be re-subscribed at subscription fee of Rs. 2 (Inc. Tax) automatically after 24 hours from subscription</li> 		<li>Offer can be subscribed and consumed in 2G/3G/4G networks areas</li> 		<li>Customers not having enough balance at the time of recursive subscription, will be unsubscribed from the offer. Customer will have to subscribe to the offer again by dialing *311#</li> 		<li>Limited time offer, it is subject to change anytime</li> 	</ul> 	</li> </ul> ",Jazz is pleased to launch Daily WhatsApp Recursive regional offer. Enjoy 200 MBs of daily WhatsApp for just Rs. 2 (Inc. Tax)
89,Daily facebook offer,200MB (facebook only),Rs 6 (inc tax),Prepaid,24 hours,-,*114*6#,"<ul> 	<li>Overage of Rs. 2.25/MB applies.</li> 	<li>Internet offers can be subscribed and consumed in 2G/3G/4G networks areas.</li> 	<li>Bundles will not auto-subscribe and need to be subscribed again upon expiry.</li> 	<li>Actual internet speed will depend on multiple factors like SIM device &nbsp;web pages accessed time of day &nbsp;number of simultaneous users &nbsp;distance from 2G/3G/4G site etc. &nbsp;</li> 	<li>If you are not subscribed to any bundle base rate will be charged @Rs. 5/ MB</li> </ul> ",-
91,Monthly Social-Data SIM,"6GB of (Facebook,WhatsApp)","Rs. 182.6, Recharge Required Rs. 210",Prepaid,"30 Days ",24 HRS,*117*45#,"<p><strong>Important Points</strong></p>  <p>&bull; Customer can subscribe these bundles from USSD string and through retailer<br /> &bull; It will be a Once Off offer, customer has to re-subscribe to avail this offer again<br /> &bull; Multiple Subscriptions will be allowed, and MB quota will add-up and be valid as per latest subscription<br /> &bull; These bundles can be subscribed with New Sales Offer<br /> &bull; In addition to above bundles, customers can also subscribe to other MBB/Data SIM bundles as well. For details: https://shop.jazz.com.pk/4gdevices/<br /> &bull; Subscriber will get maximum speed based on &quot;Best efforts&quot; in 2G+3G+4G network<br /> &bull; No PYG or Overage rate will be applicable after bundle consumption. Usage will stop on as soon as quota finishes, unless some other bundle is subscribed<br /> &bull; Time Based - LNO incentive will have higher priority, i.e. night GBs will be consumed first before any 24hr MBs and can be utilized during 1am-9am<br /> &bull; These Tariff Plans are implemented for AJK &amp; Rest of Pakistan<br /> &bull; This offer is only for Data SIM customers (SC18), and not available to MBB or other prepaid customers</p>  <p><strong>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, 3111 Self-Service IVR.</strong></p> ",Monthly Social Bundle for Data SIM  only
92,Haftawar Internet Offer  Weekly Data LBC (Expired),"2000 MBs ",PKR 143.40,Prepaid,7 days,N/A,*117*99#,"<p>Offer can be subscribed from anywhere, however incentive is valid in mentioned areas only. Detailed site list for incentive validity is attached.<br /> Data allowance can be used on both 2G 3G 4G network subject to handset and network coverage.<br /> Offer can be subscribed multiple times, incentive would be added and latest validity would be applicable<br /> &bull;&nbsp;&nbsp; &nbsp;Call setup charges are PKR 0.15<br /> &bull;&nbsp;&nbsp; &nbsp;Overage rate is PKR 1.2/ MB</p> ","Areas Hyderabad, Sialkot, Gujrat, All of North  List of cities are updated in Quick Help with the name of Haftawar Internet Offer  Weekly Data LBC"
97,Monthly Browser,1GB,Rs.350 [Incl Tax],Postpaid,Bill Cycle,24 hrs,CRM / 446# / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p> ",-
98,Monthly Premium Discounted Offer - *441*35#,5GB,Rs.472.99 [Excl Tax],Postpaid,Bill Cycle,24 hrs,*441*35#,"<p>Monthly Premium Discounted recursive offer.<br /> USSD:&nbsp;*441*35#</p>  <p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code.</p> ",Monthly Premium Discounted recursive offer
99,2000 MB Add-On,2GB,Rs.436.6 [Excl Tax],Postpaid,Bill Cycle,24 hrs,CRM + USSD + WhatsApp,"<p>USSD:&nbsp;*441*52</p>  <p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <p>&nbsp;</p> ",2000 MB Add-On offer. 2 GB Data
100,CVM Weekly Social - *720#,5GB,Rs.66 Incl Tax,Prepaid,x+6 days,24hrs,*720# (Selected Customers Only),"<p>Discounted Weekly Social! *720# mila ke payen 5 GBs (WhatsApp, Facebook, IMO, YouTube) 7 din k lye Rs.66 bama tax me</p>  <p>For selected customers only</p> ","Discounted Weekly Social! *720# mila ke payen 5 GBs (WhatsApp, Facebook, IMO, YouTube) 7 din k lye Rs.66 bama tax me"
102,MBB Monthly Basic,30GB (24 hours),"PKR 1305 (Incl Tax), Recharge Required PKR 1500",Prepaid,30,24 hours,*117*71#,"<p><strong>Important guidelines:</strong></p>  <ul style=""list-style-type:disc""> 	<li><strong>The offer is now available for acquisition through BVS</strong></li> 	<li>In case of multiple subscriptions, incentives will add up and validity will be set as new</li> </ul>  <ul style=""list-style-type:disc""> 	<li>Rest of the bundle mechanics will remain as is</li> 	<li>For Software and Device settings upgrade just press the &ldquo;Update&rdquo; Tab in the Home Screen (http://192.168.8.1)</li> 	<li>Offer can be subscribed via Jazzcash app and Jazzworld and <strong>BVS</strong></li> 	<li>For Software and Device settings upgrade just press the &ldquo;Update&rdquo; Tab in the Home Screen (http://192.168.8.1)</li> 	<li>No sale return available for Wi-Fi Device and needs to guide customers upfront</li> 	<li>The default username/Password is admin/admin (which can also be customized to restrict access)</li> </ul> ",All bundles are once off & will not auto subscribe Multiple & simultaneous subscriptions are both allowed
104,"World Bundles - Scoop & Huge (Expired) ",Scoop bundle 300MB Huge bundle 750MB,Scoop Bundle Rs 600 Huge bundle Rs 1200,Prepaid,30 days,N/A,*7626#,"<table cellspacing=""0"" style=""border-collapse:collapse; width:873px""> 	<tbody> 		<tr> 			<td rowspan=""2"" style=""background-color:#c00000; border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; height:41px; vertical-align:middle; white-space:nowrap; width:92px""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">Bundle Name</span></strong></span></span></td> 			<td rowspan=""2"" style=""background-color:#c00000; border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:192px""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">Incentive</span></strong></span></span></td> 			<td rowspan=""2"" style=""background-color:#c00000; border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:150px""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">Validity</span></strong></span></span></td> 			<td style=""background-color:#c00000; border-bottom:none; border-left:none; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:197px""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">Price (Inclusive of taxes) - PKR</span></strong></span></span></td> 			<td rowspan=""2"" style=""background-color:#c00000; border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:110px""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">Activation String</span></strong></span></span></td> 			<td rowspan=""2"" style=""background-color:#c00000; border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; text-align:center; vertical-align:middle; white-space:nowrap; width:130px""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">Countries Available</span></strong></span></span></td> 		</tr> 		<tr> 			<td style=""background-color:#c00000; border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; height:21px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:white""><strong><span style=""font-family:Calibri,sans-serif"">(No Change)</span></strong></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:21px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Scoop Bundle</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">300 MB</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">30 Days</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Rs. 600</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">*7626#</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">24</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:21px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Huge Bundle</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">750 MB</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">30 Days</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Rs. 1200</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">*7626#</span></span></span></td> 			<td style=""border-bottom:1px solid black; border-left:none; border-right:1px solid black; border-top:none; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">24</span></span></span></td> 		</tr> 	</tbody> </table>  <p><strong>Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.</strong></p> ",World bundles provide data to be consumed in list of attached countries & operators
106,BR - 19 Data offers,1,1,Prepaid,1,1,1,,1
109,pubg Offer,2.5GB(PUBG) and 512MB (Normal),Rs.60 incl tax,Prepaid,X+6,24 HRS,*670#,"<p>Offer for Playing Pubg&nbsp;</p>  <p>Offer is available for subscription via whatsapp as well. Please guide customer accordingly.</p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><strong><span style=""color:#c00000"">Terms &amp; Conditions</span></strong></span></span></p>  <p>&nbsp;</p>  <ol> 	<li><span style=""font-size:11pt""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Overage of Rs. 2.25/MB applies. </span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Internet offers can be subscribed and consumed in 2G/3G/4G networks areas. </span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Bundle will not auto-subscribe and needs to be subscribed again upon expiry. </span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Actual internet speed will depend on multiple factors like SIM, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc.&nbsp; </span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""color:black"">If you are not subscribed to any bundle, base rate will be charged @Rs. 5/ MB</span></span></span></li> </ol> ","Pubg Offer "
110," MBB LBC South Offer (Only for Jazz)",36 GB,Rs 1043.47 inclu. of tax,Prepaid,30 Days,N/A,*117*81#,"<p>*117*81#</p>  <p>User can also Subscribe to MBB LBC offer through http://jazz.wifi/index.htm or http://192.168.1.1</p>  <p>&bull;&nbsp;&nbsp; &nbsp;Offer is available for Service Class 62 &amp; 18 only<br /> &bull;&nbsp;&nbsp; &nbsp;No Overage &amp; PYG applicable on Dongle or Data SIM.<br /> &bull;&nbsp;&nbsp; &nbsp;Offer can be subscribed from anywhere, however incentive is valid in mentioned areas only<br /> &bull;&nbsp;&nbsp; &nbsp;Data allowance can be used on both 2G/3G/4G network subject to Broadband device and network coverage<br /> &bull;&nbsp;&nbsp; &nbsp;Offer can be subscribed multiple times, incentive would be added and latest validity would be applicable</p> ",Now Jazz MBB customers can subscribe to MBB LBC Offer by dialing *117*81# and get 36GB/Month with recharge of  PKR 999 bundle .Complete list of cities where offer is available can be accessed through KMS under Quick Help ( Jazz MBB LBC Offer Cities list-(*117*81#) )
111,"MBB Reactivation Weekly Offer ",20GB,Rs. 321.73,Prepaid,7 Days,24 hours,"*6363*8# ","<p>MBB Reactivation Weekly Offer&nbsp;</p>  <p>(Earlier Known As&nbsp;<br /> MBB Ramadan Bundle)</p> ","MBB Reactivation Weekly Offer "
112,MBB 3 Months 36GB Bundle (65GB Now),65GB/Month(3Month offer),Rs5652.17 (incl Tax) - 3 Month Bundle,Prepaid,50GB/Month(3Month offer),-,*117*15#(3 Months offer),"<p><strong>Important Note:&nbsp;</strong></p>  <ul> 	<li><strong>Bundle is available in MBB section in CSR TB</strong></li> 	<li><strong>Price will be displayed as 0 due to recurrant nature of bundle</strong></li> 	<li><span style=""font-size:11.0pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><span style=""color:black"">Rs6500&nbsp;Recharge</span></span></span></li> </ul>  <p>Following are the offer mechanics:<br /> &bull; User can recharge device, subscribe, check status &amp; un-subscribe MBB 3 Month bundle&nbsp;by connecting to Device WIFI and:<br /> o logon to http://jazz.wifi/ or http://192.168.1.1 or use Jazz WIFI app<br /> o Select USSD option, and dial above mentioned strings<br /> &bull; Customer can also use Jazz Cash to recharge his device<br /> &bull; Offer is available for Service Class 62 (MBB SIM) &amp; Service Class 18 (Data SIM)<br /> &bull; Multiple subscriptions of 3 months bundle are not allowed, however, users can simultaneously subscribe to any other bundle<br /> &bull; Volume quota will not be carried forward from one 30 day cycle to another, i.e. any remaining MBs will expire after every cycle.<br /> &bull; In case customer un-subscribes to 3&nbsp;months bundle:<br /> o MBs for current month will remain valid<br /> o MBs for any remaining months will expire<br /> &bull; Internet offers can be subscribed and consumed in 2G, 3G and LTE networks<br /> &bull; PAYG &amp; Overage charging is not allowed on this data price plan. Users have to purchase broadband bundles to access internet<br /> &bull; All bundles are once off &amp; will not auto subscribe, for bundle subscription go to nearest Jazz retailer<br /> &bull; For AJK, above prices are balance amount and not recharge amount required for bundle subscriptions<br /> &bull; Now these bundles are available in Retailer Upsell *964# &amp; MBB Menu *6363#</p> ",-
113,Monthly Internet - Heavy,180 GB,Rs. 2608.69 (Inclusive of Tax),Prepaid,30 Days,24 hours,"*117*74# ","<p>Monthly Internet - Heavy - 180 GB</p>  <p>Recharge Amount: Rs. 3000</p> ",Monthly Internet - Heavy
114,MBB Monthly Mega Bundle,110 GB,Rs.2260.86 (Inclusive of Tax),Prepaid,30 Days,24 hours,"*117*36# ",,MBB Monthly Mega Bundle
119,abbotabad mansehra Whatsapp Offer (Expired),2000 MBs Whatsapp,9.99 inclusive tax,Prepaid," x+29 ",24 hours,*247#,"<p><strong>Offer is expired effective from 18th May, 2021</strong></p>  <p>Only available for Abbotabad and Mansehra</p> ",Only available for Abbotabad and Mansehra
122,3 GB Addon,3 GB,Rs 400+tax,Postpaid,"30 Days ",24 HRS,*441*51# / CRM / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p> ",3 GB  Addon
123,MBB Weekly Bundle 25GB,"25GB ",PKR 869.56 (Recharge Amount PKR 1000),Prepaid,7 Days,24 hours,*117*57#,"<p><strong>7 Day Bundle</strong></p>  <ul style=""list-style-type:disc""> 	<li>Subscription Channels: <strong>USSD,CRM, Jazz World</strong></li> 	<li>Subscription string: <strong>*117*57#</strong></li> 	<li>Price: <strong>Rs.</strong> <strong>869.56 (Recharge amount PKR 1000)</strong></li> 	<li>Validity: <strong>Exactly 7 Days </strong></li> 	<li>Data Incentive: <strong>25 GBs</strong></li> 	<li>Multiple subscription: <strong>Allowed</strong></li> 	<li>No Overage &amp; PYG applicable on Dongle or Data SIM.</li> 	<li>Internet offers can be subscribed and consumed in 2G/3G/4G networks areas</li> 	<li>Bundles will not auto-subscribe and need to be subscribed again upon expiry</li> 	<li>Only available to Dongle (SC62) &amp; Data SIM (SC18) customers</li> </ul> ",MBB Weekly Bundle 25GB
125,MBB 3 Day 8GB,8G,"Rs.347.82 (inc tax), recharge required Rs.400",Prepaid,3 Days,24 hours,*117*53#,"<p><strong>3 Day Bundle</strong></p>  <ul> 	<li>Subscription Channels: <strong>USSD,CRM, Jazz World</strong></li> 	<li>Subscription string: <strong>*117*53#</strong></li> 	<li>Price: <strong>Rs.</strong> <strong>347.82&nbsp;(Recharge amount PKR 400)</strong></li> 	<li>Validity: <strong>Exactly 3&nbsp;Days </strong></li> 	<li>Data Incentive: <strong>8&nbsp;GBs</strong></li> 	<li>Multiple subscription: <strong>Allowed</strong></li> 	<li>No Overage &amp; PYG applicable on Dongle or Data SIM.</li> 	<li>Internet offers can be subscribed and consumed in 2G/3G/4G networks areas</li> 	<li>Bundles will not auto-subscribe and need to be subscribed again upon expiry</li> 	<li>Only available to Dongle (SC62) &amp; Data SIM (SC18) customers</li> </ul> ",MBB 3 Day bundle
126,Monthly Starter Bundle/ Monthly Browser,6 GBs   (3 GBs 2 AM – 2 PM),NWD : Rs.565 (incl. tax),Prepaid,"30 Days ",(3 GBs 2 AM – 2 PM) 3GB 24 hrs,*117*77#,"<ul> 	<li><strong><span style=""font-size:14px"">Monthly Starter Bundle/ Monthly Browser (NWD) and GT charges PKR 520(incl. tax) &nbsp;have been harmonized now.</span></strong> 	<ul> 		<li>&nbsp;</li> 		<li>Multiple subscriptions are allowed</li> 		<li>New incentive will be added and validity considered will be of last subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",Monthly Browser:
127,Weekly Plus(JW Only offer) - Offer Expired,10GB (5GB: 2am-2pm),Rs.230,Prepaid,X+6,10GB (5GB: 2am-2pm),JW only,"<p>Now get 10GB(5GB2AM-2PM)&nbsp; from JW only&nbsp;</p>  <p><strong>This offer has been expired on JW w.e.f 23rd&nbsp;Jan&#39;23 11:59 PM</strong></p> ",Jazz World only offer
